08001,43.22,-8.25,58
08023,43.28,-3.49,64
08117,42.20,1.56,1704
08221,40.27,-3.33,609
08433,37.47,-0.48,5
08434,37.36,-0.59,17
08451,36.45,-6.4,27
08175,41.09,1.1,71
08190,41.23,2.07,95
08482,36.40,-4.29,16
08410,37.51,-4.51,90
08395,37.30,-5.0507,130
